OBJECTID,Major,Minor,UniqID,DSID,Flow,RiverSeg,TidalWater,MajMin,Region,Watershed,MajBas,MinBas,RiverSimu,RiverName,CBSEG_92,FIPS,ST,CNTYNAME,CBW,FIPS_NHL,PRECIP,MEANPRECIP,LndRvrSeg,Acres,HGMR,Shape_Length,Shape_Area
991,P,U,5380,5050,1,PU1_5380_5050,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Reeds Creek,POTTF_MD,54071,WV,PENDLETON,Y,L54071,L,877,L54071PU1_5380_5050,6948.573859,VRS,40300.33885,46269826.59
992,P,U,5520,5210,1,PU1_5520_5210,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Seneca Creek,POTTF_MD,54071,WV,PENDLETON,Y,N54071,N,1009,N54071PU1_5520_5210,18285.86053,VRS,62487.83001,121835871.4
993,P,U,5520,5210,1,PU1_5520_5210,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Seneca Creek,POTTF_MD,54071,WV,PENDLETON,Y,H54071,H,1208,H54071PU1_5520_5210,25162.624,VRS,112162.2927,167530957.8
994,P,U,5620,5380,0,PU0_5620_5380,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,South Branch Potomac,POTTF_MD,54023,WV,GRANT,Y,N54023,N,1015,N54023PU0_5620_5380,308.272213,VRS,5981.833782,2053304.383
995,P,U,5620,5380,0,PU0_5620_5380,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,South Branch Potomac,POTTF_MD,54071,WV,PENDLETON,Y,N54071,N,1009,N54071PU0_5620_5380,35536.98978,VRS,140808.3165,235836375
996,P,U,5620,5380,0,PU0_5620_5380,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,South Branch Potomac,POTTF_MD,54071,WV,PENDLETON,Y,H54071,H,1208,H54071PU0_5620_5380,1337.776353,VRS,13000.78975,8868990.914
997,P,U,5620,5380,0,PU0_5620_5380,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,South Branch Potomac,POTTF_MD,54071,WV,PENDLETON,Y,L54071,L,877,L54071PU0_5620_5380,19266.34419,VRS,71180.5485,127972822.4
998,P,U,5700,5210,2,PU2_5700_5210,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch North Fork,POTTF_MD,51091,VA,HIGHLAND,Y,N51091,N,1108,N51091PU2_5700_5210,24203.53132,VRS,75832.37497,159752161.4
999,P,U,5700,5210,2,PU2_5700_5210,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch North Fork,POTTF_MD,54071,WV,PENDLETON,Y,N54071,N,1009,N54071PU2_5700_5210,53469.43897,VRS,110526.5971,354855215.9
1000,P,U,5700,5210,2,PU2_5700_5210,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch North Fork,POTTF_MD,54071,WV,PENDLETON,Y,H54071,H,1208,H54071PU2_5700_5210,32310.58108,VRS,154344.7306,214021944.4
1001,P,U,5820,5380,1,PU1_5820_5380,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Reeds Creek,POTTF_MD,54071,WV,PENDLETON,Y,N54071,N,1009,N54071PU1_5820_5380,8907.976877,VRS,47586.76415,59154428.74
1002,P,U,5820,5380,1,PU1_5820_5380,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Reeds Creek,POTTF_MD,54071,WV,PENDLETON,Y,H54071,H,1208,H54071PU1_5820_5380,465.8842345,VRS,7487.038544,3090199.023
1003,P,U,5820,5380,1,PU1_5820_5380,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Reeds Creek,POTTF_MD,54071,WV,PENDLETON,Y,L54071,L,877,L54071PU1_5820_5380,3346.972322,VRS,24895.926,22255373.51
1004,P,U,6050,5190,2,PU2_6050_5190,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch South Fork,POTTF_MD,51091,VA,HIGHLAND,Y,N51091,N,1108,N51091PU2_6050_5190,7117.408968,VRS,43177.59809,46850528.61
1005,P,U,6050,5190,2,PU2_6050_5190,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch South Fork,POTTF_MD,54071,WV,PENDLETON,Y,N54071,N,1009,N54071PU2_6050_5190,58916.64311,VRS,123390.2416,389030899.9
1006,P,U,6050,5190,2,PU2_6050_5190,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch South Fork,POTTF_MD,54071,WV,PENDLETON,Y,L54071,L,877,L54071PU2_6050_5190,6028.782985,VRS,28606.36047,39900713.5
1007,P,U,6080,5620,0,PU0_6080_5620,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,South Branch Potomac,POTTF_MD,51091,VA,HIGHLAND,Y,N51091,N,1108,N51091PU0_6080_5620,38001.6119,VRS,82076.4792,250476678.5
1008,P,U,6080,5620,0,PU0_6080_5620,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,South Branch Potomac,POTTF_MD,54071,WV,PENDLETON,Y,N54071,N,1009,N54071PU0_6080_5620,65308.13535,VRS,104983.8133,431496491.2
1009,P,U,6080,5620,0,PU0_6080_5620,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,South Branch Potomac,POTTF_MD,54071,WV,PENDLETON,Y,H54071,H,1208,H54071PU0_6080_5620,10947.33664,VRS,53311.81906,72386863.59
1010,P,U,6080,5620,0,PU0_6080_5620,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,South Branch Potomac,POTTF_MD,54071,WV,PENDLETON,Y,L54071,L,877,L54071PU0_6080_5620,951.9000654,VRS,10989.24422,6303731.779
1011,R,L,6070,0,5,RL5_6070_0000,N,RL,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Lower Rappahannock River,"Direct Drainage, CB",Rappahannock River,RPPTF,51033,VA,CAROLINE,Y,N51033,N,1092,N51033RL5_6070_0000,73429.68507,CPD,163245.2885,481305675.4
1012,R,L,6070,0,5,RL5_6070_0000,N,RL,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Lower Rappahannock River,"Direct Drainage, CB",Rappahannock River,RPPTF,51057,VA,ESSEX,Y,N51057,N,1106,N51057RL5_6070_0000,21719.11931,CPL,101417.4434,142141554.9
1013,R,L,6070,0,5,RL5_6070_0000,N,RL,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Lower Rappahannock River,"Direct Drainage, CB",Rappahannock River,RPPTF,51099,VA,KING GEORGE,Y,N51099,N,1056,N51099RL5_6070_0000,43049.81763,CPL,170631.8776,282748395.5
1014,R,L,6070,0,5,RL5_6070_0000,N,RL,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Lower Rappahannock River,"Direct Drainage, CB",Rappahannock River,RPPTF,51177,VA,SPOTSYLVANIA,Y,N51177,N,1104,N51177RL5_6070_0000,33570.42629,CPL,87504.58158,220508844.9
1015,R,L,6070,0,5,RL5_6070_0000,N,RL,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Lower Rappahannock River,"Direct Drainage, CB",Rappahannock River,RPPTF,51179,VA,STAFFORD,Y,N51179,N,1062,N51179RL5_6070_0000,27761.14184,CPU,101468.5054,182698082.8
1016,R,L,6070,0,5,RL5_6070_0000,N,RL,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Lower Rappahannock River,"Direct Drainage, CB",Rappahannock River,RPPTF,51193,VA,WESTMORELAND,Y,N51193,N,1094,N51193RL5_6070_0000,8243.886243,CPL,58278.70159,54016842.99
1017,R,L,6070,0,5,RL5_6070_0000,N,RL,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Lower Rappahannock River,"Direct Drainage, CB",Rappahannock River,RPPTF,51630,VA,FREDERICKSBURG,Y,N51630,N,1061,N51630RL5_6070_0000,6357.416189,PCR,36068.68776,41822453.09
1018,R,L,6180,1,1,RL1_6180_0001,N,RL,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Lower Rappahannock River,Simulated River,Cat Point Creek,RPPMH,51159,VA,RICHMOND,Y,N51159,N,1113,N51159RL1_6180_0001,10109.32728,CPU,59966.69213,66125661.7
1019,R,L,6180,1,1,RL1_6180_0001,N,RL,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Lower Rappahannock River,Simulated River,Cat Point Creek,RPPMH,51193,VA,WESTMORELAND,Y,N51193,N,1094,N51193RL1_6180_0001,18426.92633,CPU,82084.68309,120659496.2
1020,R,L,6320,0,5,RL5_6320_0000,N,RL,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Lower Rappahannock River,"Direct Drainage, CB",Piscataway Creek,RPPMH,51057,VA,ESSEX,Y,N51057,N,1106,N51057RL5_6320_0000,17334.97822,CPD,104383.25,112737190.2
1021,R,L,6321,0,5,RL5_6321_0000,N,RL,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Lower Rappahannock River,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,RPPMH,51057,VA,ESSEX,Y,N51057,N,1106,N51057RL5_6321_0000,39498.63738,CPD,149595.2207,257433260.9
1022,R,L,6321,0,5,RL5_6321_0000,N,RL,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Lower Rappahannock River,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,RPPMH,51159,VA,RICHMOND,Y,N51159,N,1113,N51159RL5_6321_0000,12446.50198,CPL,86008.70014,81128347.45
1023,R,L,6322,0,1,RL1_6322_0000,N,RL,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Lower Rappahannock River,"Direct Drainage, CB",Cat Point Creek,RPPMH,51159,VA,RICHMOND,Y,N51159,N,1113,N51159RL1_6322_0000,16673.10895,CPU,125925.6652,108865470.5
1024,R,L,6322,0,1,RL1_6322_0000,N,RL,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Lower Rappahannock River,"Direct Drainage, CB",Cat Point Creek,RPPMH,51193,VA,WESTMORELAND,Y,N51193,N,1094,N51193RL1_6322_0000,1975.368435,CPU,16999.12632,12901363.6
1025,R,U,5220,5640,2,RU2_5220_5640,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rappahannock River,RPPTF,51047,VA,CULPEPER,Y,N51047,N,1092,N51047RU2_5220_5640,12633.62925,PCR,69634.26374,83867188.22
1026,R,U,5220,5640,2,RU2_5220_5640,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rappahannock River,RPPTF,51061,VA,FAUQUIER,Y,N51061,N,1067,N51061RU2_5220_5640,110996.1936,PCR,200028.2173,739426649.7
1027,R,U,5220,5640,2,RU2_5220_5640,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rappahannock River,RPPTF,51157,VA,RAPPAHANNOCK,Y,N51157,N,1109,N51157RU2_5220_5640,16395.26918,BR,51386.07559,109276529.7
1028,R,U,5220,5640,2,RU2_5220_5640,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rappahannock River,RPPTF,51157,VA,RAPPAHANNOCK,Y,H51157,H,1356,H51157RU2_5220_5640,4807.190246,BR,32107.84206,32041510.91
1029,R,U,5220,5640,2,RU2_5220_5640,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rappahannock River,RPPTF,51157,VA,RAPPAHANNOCK,Y,L51157,L,1040,L51157RU2_5220_5640,18989.54973,BR,80711.64928,126395333.8
1030,R,U,5220,5640,2,RU2_5220_5640,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rappahannock River,RPPTF,51187,VA,WARREN,Y,N51187,N,1039,N51187RU2_5220_5640,318.0989401,BR,16199.05139,2125170.962
1031,R,U,5500,5610,2,RU2_5500_5610,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Thornton River,RPPTF,51047,VA,CULPEPER,Y,N51047,N,1092,N51047RU2_5500_5610,4218.289989,PCR,28000.13083,27983908.32
1032,R,U,5500,5610,2,RU2_5500_5610,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Thornton River,RPPTF,51157,VA,RAPPAHANNOCK,Y,N51157,N,1109,N51157RU2_5500_5610,51031.13494,BR,95620.82731,338947263
1033,R,U,5500,5610,2,RU2_5500_5610,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Thornton River,RPPTF,51157,VA,RAPPAHANNOCK,Y,H51157,H,1356,H51157RU2_5500_5610,28857.38879,BR,74215.80193,191836815.7
1034,R,U,5500,5610,2,RU2_5500_5610,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Thornton River,RPPTF,51157,VA,RAPPAHANNOCK,Y,L51157,L,1040,L51157RU2_5500_5610,16234.64991,PCR,48340.88738,107865341.6
1035,R,U,5610,5640,3,RU3_5610_5640,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Hazel River,RPPTF,51047,VA,CULPEPER,Y,N51047,N,1092,N51047RU3_5610_5640,43379.71556,PCR,97437.65752,287438565.4
1036,R,U,5610,5640,3,RU3_5610_5640,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Hazel River,RPPTF,51157,VA,RAPPAHANNOCK,Y,L51157,L,1040,L51157RU3_5610_5640,636.465796,PCR,10928.38659,4227208.12
1037,R,U,5640,6030,4,RU4_5640_6030,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rappahannock River,RPPTF,51047,VA,CULPEPER,Y,N51047,N,1092,N51047RU4_5640_6030,80688.57076,PCR,179920.5376,533172155
1038,R,U,5640,6030,4,RU4_5640_6030,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rappahannock River,RPPTF,51061,VA,FAUQUIER,Y,N51061,N,1067,N51061RU4_5640_6030,70592.65634,ML,115164.1204,467092916.4
1039,R,U,5640,6030,4,RU4_5640_6030,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rappahannock River,RPPTF,51179,VA,STAFFORD,Y,N51179,N,1062,N51179RU4_5640_6030,13199.68047,PCR,51417.657,87144548.5
1040,R,U,5810,5610,2,RU2_5810_5610,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Hazel River,RPPTF,51047,VA,CULPEPER,Y,N51047,N,1092,N51047RU2_5810_5610,25251.44657,PCR,84325.42711,167132318.2
1041,R,U,5810,5610,2,RU2_5810_5610,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Hazel River,RPPTF,51113,VA,MADISON,Y,N51113,N,1117,N51113RU2_5810_5610,10563.47675,BR,46607.58804,69878935.53
1042,R,U,5810,5610,2,RU2_5810_5610,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Hazel River,RPPTF,51113,VA,MADISON,Y,H51113,H,1347,H51113RU2_5810_5610,10047.91878,BR,39999.37073,66552420.53
1043,R,U,5810,5610,2,RU2_5810_5610,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Hazel River,RPPTF,51157,VA,RAPPAHANNOCK,Y,N51157,N,1109,N51157RU2_5810_5610,27518.46555,BR,73334.06721,182282797.4
1044,R,U,5810,5610,2,RU2_5810_5610,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Hazel River,RPPTF,51157,VA,RAPPAHANNOCK,Y,H51157,H,1356,H51157RU2_5810_5610,6607.967177,BR,28430.72325,43812688.8
1045,R,U,5940,6200,2,RU2_5940_6200,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Robinson River,RPPTF,51047,VA,CULPEPER,Y,N51047,N,1092,N51047RU2_5940_6200,11694.75308,PCR,81593.23003,77112690.38
1046,R,U,5940,6200,2,RU2_5940_6200,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Robinson River,RPPTF,51113,VA,MADISON,Y,N51113,N,1117,N51113RU2_5940_6200,90857.26999,PCR,137351.0719,599281892.4
1047,R,U,5940,6200,2,RU2_5940_6200,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Robinson River,RPPTF,51113,VA,MADISON,Y,H51113,H,1347,H51113RU2_5940_6200,12522.99202,BR,65114.46797,82846498.9
1048,R,U,6030,1,5,RU5_6030_0001,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rappahannock River,RPPTF,51177,VA,SPOTSYLVANIA,Y,N51177,N,1104,N51177RU5_6030_0001,13114.31092,PCR,51905.52779,86306902.54
1049,R,U,6030,1,5,RU5_6030_0001,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rappahannock River,RPPTF,51179,VA,STAFFORD,Y,N51179,N,1062,N51179RU5_6030_0001,11378.1919,PCR,50904.66722,74982130.18
1050,R,U,6030,1,5,RU5_6030_0001,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rappahannock River,RPPTF,51630,VA,FREDERICKSBURG,Y,N51630,N,1061,N51630RU5_6030_0001,371.837293,PCR,8070.215949,2447152.644
1051,R,U,6040,6030,4,RU4_6040_6030,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rapidian River,RPPTF,51047,VA,CULPEPER,Y,N51047,N,1092,N51047RU4_6040_6030,60747.60571,ML,165886.1418,400562602.9
1052,R,U,6040,6030,4,RU4_6040_6030,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rapidian River,RPPTF,51137,VA,ORANGE,Y,N51137,N,1100,N51137RU4_6040_6030,70891.26865,PCR,129103.2694,466443030.5
1053,R,U,6040,6030,4,RU4_6040_6030,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rapidian River,RPPTF,51177,VA,SPOTSYLVANIA,Y,N51177,N,1104,N51177RU4_6040_6030,13528.1497,PCR,63346.54444,89058706.21
1054,R,U,6090,6220,2,RU2_6090_6220,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rapidian River,RPPTF,51079,VA,GREENE,Y,N51079,N,1164,N51079RU2_6090_6220,12301.56272,BR,47330.95332,80937206.47
1055,R,U,6090,6220,2,RU2_6090_6220,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rapidian River,RPPTF,51079,VA,GREENE,Y,H51079,H,1392,H51079RU2_6090_6220,13168.0685,BR,51114.27396,86778141.37
1056,R,U,6090,6220,2,RU2_6090_6220,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rapidian River,RPPTF,51079,VA,GREENE,Y,L51079,L,1090,L51079RU2_6090_6220,6211.593996,BR,36135.39719,40813736.05
1057,R,U,6090,6220,2,RU2_6090_6220,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rapidian River,RPPTF,51113,VA,MADISON,Y,N51113,N,1117,N51113RU2_6090_6220,25887.24071,BR,79411.82263,170447132.3
1058,R,U,6090,6220,2,RU2_6090_6220,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rapidian River,RPPTF,51113,VA,MADISON,Y,H51113,H,1347,H51113RU2_6090_6220,15830.66405,BR,48236.78738,104476931.1
1059,R,U,6170,6040,3,RU3_6170_6040,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rapidian River,RPPTF,51047,VA,CULPEPER,Y,N51047,N,1092,N51047RU3_6170_6040,6197.930739,ML,39371.03711,40791653.2
1060,R,U,6170,6040,3,RU3_6170_6040,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rapidian River,RPPTF,51137,VA,ORANGE,Y,N51137,N,1100,N51137RU3_6170_6040,11192.01828,PCR,50836.17918,73590760.47
1061,R,U,6200,6170,2,RU2_6200_6170,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Robinson River,RPPTF,51047,VA,CULPEPER,Y,N51047,N,1092,N51047RU2_6200_6170,221.5062833,ML,6128.262637,1456989.439
1062,R,U,6200,6170,2,RU2_6200_6170,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Robinson River,RPPTF,51113,VA,MADISON,Y,N51113,N,1117,N51113RU2_6200_6170,9263.493412,PCR,48766.69784,60933748.99
1063,R,U,6220,6170,2,RU2_6220_6170,N,RU,Chesapeake Bay Watershed,Rappahannock River Basin,Rappahannock River Basin,Upper Rappahannock River,Simulated River,Rapidian River,RPPTF,51003,VA,ALBEMARLE,Y,N51003,N,1124,N51003RU2_6220_6170,2917.970151,PCR,19265.92911,19097441.12
