OBJECTID_12,Spring w Flow,OID_,DEQ_NUMBER,SINGLE_MULTIPLE_TREND,LATNAD83DD,LONGNAD83D,DATE_MEASURED,TIME_MEASURED,DISCHARGE_METHOD,METER_TYPE,DATA_SOURCE,DISCHARGE_GPM,DISCHARGE_CFS,MGD,Temp_Water_C,Temp_Air_C,SPECIFIC_CONDUCTIVITY_uS_cm_C,CONDUCTIVITY_uS_cm,TDS_g_L,Salinity_ppt,DO_Conc_mg_L,pH,Acid_Neutralizing_Capacity_mg_L_Field_Titration,Bicarbonate_mg_L_Field_Titration,Carbonate_mg_L_Field_Titration,Chloride_Filtered_mg_L,FIELD_COMMENTS,OBJECTID_1,OBJECTID,DEQ_NUMBER_sites,SPRING_NAME,USGS_SITE_ID,VWUDS_MPID,OTHER_ID,SITE_COMMENTS,DATE_INVENTORIED_INITIAL,NUMBER_OF_OPENINGS,ALTITUDE_FT_AMSL,NED_10M_PROJECTED_ELEVATION_FT_AMSL,LATITUDE_NAD83_DMS,LONGITUDE_NAD83_DMS,LATNAD83DD_sites,LONGNAD83DD_sites,Site_Photo_Field_Notes,COUNTY,TOPO_SETTING,NATIONAL_WATER_USE,IMPROVEMENTS,SPHERE_OF_DISCHARGE,OWNER,DATA_COLLECTOR,HDATUM,LATLONGSOURCE,QUAD_NAME,GENERAL_LITHOLOGY,USGS_500K_GEOL_LABEL,USGS_500K_GEOLOGY,USGS_500K_GEOL_UNIT_LINK,USGS_500K_GEOL_AGE,USGS_500K_GEOL_ROCKTYPE1,USGS_500K_GEOL_ROCKTYPE2,USGS_500K_GEOL_FORMATION_NAME,USGS_500K_GEOL_FORMATION_PERIOD,MAJOR_BASIN_NAME,BASIN_NAME,BASIN_CODE,USGS_HUC_CODE,HUC_NAME,HUC_DRAIN,VDOF_LAND_USE,PROVINCE,PROVINCE_SECTION
5,1,1136,101-00852,SINGLE,38.21457579,-78.7430783,8/7/1985,,ESTIMATED,,SWCB,4,0.01,0.01,10,-9999,13,-9999,-9999,-9999,-9999,5.75,-9999,-9999,-9999,-9999,,1193,8,101-00852,BLACKROCK SPRING,,,DGIF: 4,USED BY HIKERS ALONG APPALACHIAN TRAIL.  LOCATION COULD NOT BE VERIFIED USING VGIN IMAGERY.,0,0,0,2642,381252.4728,784435.0819,38.21457579,-78.7430783,YES,ALBEMARLE,,NOT USED,,,"SHENANDOAH NATIONAL PARK, ,",SWCB,NAD27,MAP,BROWNS COVE,SILICICLASTIC,[ch,[ch,VACAch;0,Cambrian,quartzite,conglomerate,Chilhowee Group,Cambrian,James River Basin,Middle James River and Appomattox River Subbasin,2B,2080204,MOORMANS RIVER,H,Hardwood Forest,BLUE RIDGE,NORTHERN
2491,299,3440,183-00126,TREND,36.86388889,-82.11388889,3/7/1949,,MEASURED,,VDWR,462.26,1.03,0.67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,1477,1292,183-00126,WILL CUMBOLD SPRING,,,,location from vdwr bulletin.  Could not verify with aerial imagery.,20190304,0,2200,2192,365150,820650,36.86388889,-82.11388889,YES,RUSSELL,STREAM CHANNEL,,,,,,NAD27,MAP,BRUMLEY,CARBONATE,O[k,O[k,VAOCAk;0,Cambrian-Ordovician,dolostone (dolomite),limestone,Knox Group,Ordovician - Cambrian,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,BIG CEDAR CREEK,P,Residential/Industrial,VALLEY AND RIDGE,TENNESSEE
2492,299,3430,183-00126,TREND,36.86388889,-82.11388889,2/3/1948,,MEASURED,,VDWR,435.34,0.97,0.63,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,1477,1292,183-00126,WILL CUMBOLD SPRING,,,,location from vdwr bulletin.  Could not verify with aerial imagery.,20190304,0,2200,2192,365150,820650,36.86388889,-82.11388889,YES,RUSSELL,STREAM CHANNEL,,,,,,NAD27,MAP,BRUMLEY,CARBONATE,O[k,O[k,VAOCAk;0,Cambrian-Ordovician,dolostone (dolomite),limestone,Knox Group,Ordovician - Cambrian,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,BIG CEDAR CREEK,P,Residential/Industrial,VALLEY AND RIDGE,TENNESSEE
2493,299,3434,183-00126,TREND,36.86388889,-82.11388889,8/24/1948,,MEASURED,,VDWR,291.72,0.65,0.42,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,1477,1292,183-00126,WILL CUMBOLD SPRING,,,,location from vdwr bulletin.  Could not verify with aerial imagery.,20190304,0,2200,2192,365150,820650,36.86388889,-82.11388889,YES,RUSSELL,STREAM CHANNEL,,,,,,NAD27,MAP,BRUMLEY,CARBONATE,O[k,O[k,VAOCAk;0,Cambrian-Ordovician,dolostone (dolomite),limestone,Knox Group,Ordovician - Cambrian,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,BIG CEDAR CREEK,P,Residential/Industrial,VALLEY AND RIDGE,TENNESSEE
2494,299,3429,183-00126,TREND,36.86388889,-82.11388889,1/6/1948,,MEASURED,,VDWR,287.23,0.64,0.41,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,1477,1292,183-00126,WILL CUMBOLD SPRING,,,,location from vdwr bulletin.  Could not verify with aerial imagery.,20190304,0,2200,2192,365150,820650,36.86388889,-82.11388889,YES,RUSSELL,STREAM CHANNEL,,,,,,NAD27,MAP,BRUMLEY,CARBONATE,O[k,O[k,VAOCAk;0,Cambrian-Ordovician,dolostone (dolomite),limestone,Knox Group,Ordovician - Cambrian,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,BIG CEDAR CREEK,P,Residential/Industrial,VALLEY AND RIDGE,TENNESSEE
2495,299,3442,183-00126,TREND,36.86388889,-82.11388889,6/6/1949,,MEASURED,,VDWR,251.33,0.56,0.36,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,1477,1292,183-00126,WILL CUMBOLD SPRING,,,,location from vdwr bulletin.  Could not verify with aerial imagery.,20190304,0,2200,2192,365150,820650,36.86388889,-82.11388889,YES,RUSSELL,STREAM CHANNEL,,,,,,NAD27,MAP,BRUMLEY,CARBONATE,O[k,O[k,VAOCAk;0,Cambrian-Ordovician,dolostone (dolomite),limestone,Knox Group,Ordovician - Cambrian,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,BIG CEDAR CREEK,P,Residential/Industrial,VALLEY AND RIDGE,TENNESSEE
2496,299,3428,183-00126,TREND,36.86388889,-82.11388889,12/2/1947,,MEASURED,,VDWR,215.42,0.48,0.31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,1477,1292,183-00126,WILL CUMBOLD SPRING,,,,location from vdwr bulletin.  Could not verify with aerial imagery.,20190304,0,2200,2192,365150,820650,36.86388889,-82.11388889,YES,RUSSELL,STREAM CHANNEL,,,,,,NAD27,MAP,BRUMLEY,CARBONATE,O[k,O[k,VAOCAk;0,Cambrian-Ordovician,dolostone (dolomite),limestone,Knox Group,Ordovician - Cambrian,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,BIG CEDAR CREEK,P,Residential/Industrial,VALLEY AND RIDGE,TENNESSEE
2497,299,3427,183-00126,TREND,36.86388889,-82.11388889,11/10/1947,,MEASURED,,VDWR,170.54,0.38,0.25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,1477,1292,183-00126,WILL CUMBOLD SPRING,,,,location from vdwr bulletin.  Could not verify with aerial imagery.,20190304,0,2200,2192,365150,820650,36.86388889,-82.11388889,YES,RUSSELL,STREAM CHANNEL,,,,,,NAD27,MAP,BRUMLEY,CARBONATE,O[k,O[k,VAOCAk;0,Cambrian-Ordovician,dolostone (dolomite),limestone,Knox Group,Ordovician - Cambrian,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,BIG CEDAR CREEK,P,Residential/Industrial,VALLEY AND RIDGE,TENNESSEE
2498,299,3435,183-00126,TREND,36.86388889,-82.11388889,10/14/1948,,MEASURED,,VDWR,139.13,0.31,0.20,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,1477,1292,183-00126,WILL CUMBOLD SPRING,,,,location from vdwr bulletin.  Could not verify with aerial imagery.,20190304,0,2200,2192,365150,820650,36.86388889,-82.11388889,YES,RUSSELL,STREAM CHANNEL,,,,,,NAD27,MAP,BRUMLEY,CARBONATE,O[k,O[k,VAOCAk;0,Cambrian-Ordovician,dolostone (dolomite),limestone,Knox Group,Ordovician - Cambrian,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,BIG CEDAR CREEK,P,Residential/Industrial,VALLEY AND RIDGE,TENNESSEE
2499,299,3425,183-00126,TREND,36.86388889,-82.11388889,8/21/1928,,MEASURED,,VDWR,134.64,0.3,0.19,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,1477,1292,183-00126,WILL CUMBOLD SPRING,,,,location from vdwr bulletin.  Could not verify with aerial imagery.,20190304,0,2200,2192,365150,820650,36.86388889,-82.11388889,YES,RUSSELL,STREAM CHANNEL,,,,,,NAD27,MAP,BRUMLEY,CARBONATE,O[k,O[k,VAOCAk;0,Cambrian-Ordovician,dolostone (dolomite),limestone,Knox Group,Ordovician - Cambrian,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,BIG CEDAR CREEK,P,Residential/Industrial,VALLEY AND RIDGE,TENNESSEE
2500,299,3436,183-00126,TREND,36.86388889,-82.11388889,11/3/1948,,ESTIMATED,,VDWR,89.76,0.2,0.13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,1477,1292,183-00126,WILL CUMBOLD SPRING,,,,location from vdwr bulletin.  Could not verify with aerial imagery.,20190304,0,2200,2192,365150,820650,36.86388889,-82.11388889,YES,RUSSELL,STREAM CHANNEL,,,,,,NAD27,MAP,BRUMLEY,CARBONATE,O[k,O[k,VAOCAk;0,Cambrian-Ordovician,dolostone (dolomite),limestone,Knox Group,Ordovician - Cambrian,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,BIG CEDAR CREEK,P,Residential/Industrial,VALLEY AND RIDGE,TENNESSEE
2501,299,3443,183-00126,TREND,36.86388889,-82.11388889,10/3/1949,,ESTIMATED,,VDCR,89.76,0.2,0.13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,1477,1292,183-00126,WILL CUMBOLD SPRING,,,,location from vdwr bulletin.  Could not verify with aerial imagery.,20190304,0,2200,2192,365150,820650,36.86388889,-82.11388889,YES,RUSSELL,STREAM CHANNEL,,,,,,NAD27,MAP,BRUMLEY,CARBONATE,O[k,O[k,VAOCAk;0,Cambrian-Ordovician,dolostone (dolomite),limestone,Knox Group,Ordovician - Cambrian,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,BIG CEDAR CREEK,P,Residential/Industrial,VALLEY AND RIDGE,TENNESSEE
2504,300,3264,184-00082,TREND,36.69704359,-82.57709956,3/2/1955,,MEASURED,,VDWR,4757.28,10.6,6.85,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"FLOW DATA FROM VIRGINIA DIVISION OF WATER RESOURCES BULLETIN #19 ""SURFACE WATER SUPPLY OF VIRGINIA NEW, BIG SANDY, AND TENNESSEE RIVER BASINGS 1951-1955"" PUBLISHED 957",1491,1306,184-00082,QUILLEN SPRINGS,03526500_QUILLIN SPRINGS NEAR GAT,,,,19901213,0,0,1499,364149.3569,823437.5584,36.69704359,-82.57709956,YES,SCOTT,,,,,"unknown, ,",USGS,NAD27,MAP,GATE CITY,,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,COPPER CREEK,P,Hardwood Forest,VALLEY AND RIDGE,TENNESSEE
2505,300,3252,184-00082,TREND,36.69704359,-82.57709956,1/28/1954,,MEASURED,,VDWR,1534.9,3.42,2.21,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"FLOW DATA FROM VIRGINIA DIVISION OF WATER RESOURCES BULLETIN #19 ""SURFACE WATER SUPPLY OF VIRGINIA NEW, BIG SANDY, AND TENNESSEE RIVER BASINGS 1951-1955"" PUBLISHED 957",1491,1306,184-00082,QUILLEN SPRINGS,03526500_QUILLIN SPRINGS NEAR GAT,,,,19901213,0,0,1499,364149.3569,823437.5584,36.69704359,-82.57709956,YES,SCOTT,,,,,"unknown, ,",USGS,NAD27,MAP,GATE CITY,,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,COPPER CREEK,P,Hardwood Forest,VALLEY AND RIDGE,TENNESSEE
2506,300,3265,184-00082,TREND,36.69704359,-82.57709956,4/7/1955,,MEASURED,,VDWR,1422.7,3.17,2.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"FLOW DATA FROM VIRGINIA DIVISION OF WATER RESOURCES BULLETIN #19 ""SURFACE WATER SUPPLY OF VIRGINIA NEW, BIG SANDY, AND TENNESSEE RIVER BASINGS 1951-1955"" PUBLISHED 957",1491,1306,184-00082,QUILLEN SPRINGS,03526500_QUILLIN SPRINGS NEAR GAT,,,,19901213,0,0,1499,364149.3569,823437.5584,36.69704359,-82.57709956,YES,SCOTT,,,,,"unknown, ,",USGS,NAD27,MAP,GATE CITY,,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,COPPER CREEK,P,Hardwood Forest,VALLEY AND RIDGE,TENNESSEE
2507,300,3266,184-00082,TREND,36.69704359,-82.57709956,5/10/1955,,MEASURED,,VDWR,982.87,2.19,1.42,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"FLOW DATA FROM VIRGINIA DIVISION OF WATER RESOURCES BULLETIN #19 ""SURFACE WATER SUPPLY OF VIRGINIA NEW, BIG SANDY, AND TENNESSEE RIVER BASINGS 1951-1955"" PUBLISHED 957",1491,1306,184-00082,QUILLEN SPRINGS,03526500_QUILLIN SPRINGS NEAR GAT,,,,19901213,0,0,1499,364149.3569,823437.5584,36.69704359,-82.57709956,YES,SCOTT,,,,,"unknown, ,",USGS,NAD27,MAP,GATE CITY,,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,COPPER CREEK,P,Hardwood Forest,VALLEY AND RIDGE,TENNESSEE
2508,300,3255,184-00082,TREND,36.69704359,-82.57709956,5/28/1954,,MEASURED,,VDWR,897.6,2,1.29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"FLOW DATA FROM VIRGINIA DIVISION OF WATER RESOURCES BULLETIN #19 ""SURFACE WATER SUPPLY OF VIRGINIA NEW, BIG SANDY, AND TENNESSEE RIVER BASINGS 1951-1955"" PUBLISHED 957",1491,1306,184-00082,QUILLEN SPRINGS,03526500_QUILLIN SPRINGS NEAR GAT,,,,19901213,0,0,1499,364149.3569,823437.5584,36.69704359,-82.57709956,YES,SCOTT,,,,,"unknown, ,",USGS,NAD27,MAP,GATE CITY,,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,COPPER CREEK,P,Hardwood Forest,VALLEY AND RIDGE,TENNESSEE
2509,300,3254,184-00082,TREND,36.69704359,-82.57709956,4/21/1954,,MEASURED,,VDWR,884.14,1.97,1.27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"FLOW DATA FROM VIRGINIA DIVISION OF WATER RESOURCES BULLETIN #19 ""SURFACE WATER SUPPLY OF VIRGINIA NEW, BIG SANDY, AND TENNESSEE RIVER BASINGS 1951-1955"" PUBLISHED 957",1491,1306,184-00082,QUILLEN SPRINGS,03526500_QUILLIN SPRINGS NEAR GAT,,,,19901213,0,0,1499,364149.3569,823437.5584,36.69704359,-82.57709956,YES,SCOTT,,,,,"unknown, ,",USGS,NAD27,MAP,GATE CITY,,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,COPPER CREEK,P,Hardwood Forest,VALLEY AND RIDGE,TENNESSEE
2510,300,3262,184-00082,TREND,36.69704359,-82.57709956,1/13/1955,,MEASURED,,VDWR,785.4,1.75,1.13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"FLOW DATA FROM VIRGINIA DIVISION OF WATER RESOURCES BULLETIN #19 ""SURFACE WATER SUPPLY OF VIRGINIA NEW, BIG SANDY, AND TENNESSEE RIVER BASINGS 1951-1955"" PUBLISHED 957",1491,1306,184-00082,QUILLEN SPRINGS,03526500_QUILLIN SPRINGS NEAR GAT,,,,19901213,0,0,1499,364149.3569,823437.5584,36.69704359,-82.57709956,YES,SCOTT,,,,,"unknown, ,",USGS,NAD27,MAP,GATE CITY,,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,COPPER CREEK,P,Hardwood Forest,VALLEY AND RIDGE,TENNESSEE
2511,300,3263,184-00082,TREND,36.69704359,-82.57709956,2/3/1955,,MEASURED,,VDWR,731.54,1.63,1.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"FLOW DATA FROM VIRGINIA DIVISION OF WATER RESOURCES BULLETIN #19 ""SURFACE WATER SUPPLY OF VIRGINIA NEW, BIG SANDY, AND TENNESSEE RIVER BASINGS 1951-1955"" PUBLISHED 957",1491,1306,184-00082,QUILLEN SPRINGS,03526500_QUILLIN SPRINGS NEAR GAT,,,,19901213,0,0,1499,364149.3569,823437.5584,36.69704359,-82.57709956,YES,SCOTT,,,,,"unknown, ,",USGS,NAD27,MAP,GATE CITY,,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,COPPER CREEK,P,Hardwood Forest,VALLEY AND RIDGE,TENNESSEE
2512,300,3253,184-00082,TREND,36.69704359,-82.57709956,2/17/1954,,MEASURED,,VDWR,718.08,1.6,1.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"FLOW DATA FROM VIRGINIA DIVISION OF WATER RESOURCES BULLETIN #19 ""SURFACE WATER SUPPLY OF VIRGINIA NEW, BIG SANDY, AND TENNESSEE RIVER BASINGS 1951-1955"" PUBLISHED 957",1491,1306,184-00082,QUILLEN SPRINGS,03526500_QUILLIN SPRINGS NEAR GAT,,,,19901213,0,0,1499,364149.3569,823437.5584,36.69704359,-82.57709956,YES,SCOTT,,,,,"unknown, ,",USGS,NAD27,MAP,GATE CITY,,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,COPPER CREEK,P,Hardwood Forest,VALLEY AND RIDGE,TENNESSEE
2513,300,3267,184-00082,TREND,36.69704359,-82.57709956,6/10/1955,,MEASURED,,VDWR,610.37,1.36,0.88,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"FLOW DATA FROM VIRGINIA DIVISION OF WATER RESOURCES BULLETIN #19 ""SURFACE WATER SUPPLY OF VIRGINIA NEW, BIG SANDY, AND TENNESSEE RIVER BASINGS 1951-1955"" PUBLISHED 957",1491,1306,184-00082,QUILLEN SPRINGS,03526500_QUILLIN SPRINGS NEAR GAT,,,,19901213,0,0,1499,364149.3569,823437.5584,36.69704359,-82.57709956,YES,SCOTT,,,,,"unknown, ,",USGS,NAD27,MAP,GATE CITY,,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,COPPER CREEK,P,Hardwood Forest,VALLEY AND RIDGE,TENNESSEE
2514,300,3269,184-00082,TREND,36.69704359,-82.57709956,8/3/1955,,MEASURED,,VDWR,583.44,1.3,0.84,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"FLOW DATA FROM VIRGINIA DIVISION OF WATER RESOURCES BULLETIN #19 ""SURFACE WATER SUPPLY OF VIRGINIA NEW, BIG SANDY, AND TENNESSEE RIVER BASINGS 1951-1955"" PUBLISHED 957",1491,1306,184-00082,QUILLEN SPRINGS,03526500_QUILLIN SPRINGS NEAR GAT,,,,19901213,0,0,1499,364149.3569,823437.5584,36.69704359,-82.57709956,YES,SCOTT,,,,,"unknown, ,",USGS,NAD27,MAP,GATE CITY,,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,COPPER CREEK,P,Hardwood Forest,VALLEY AND RIDGE,TENNESSEE
2515,300,3268,184-00082,TREND,36.69704359,-82.57709956,7/13/1955,,MEASURED,,VDWR,574.46,1.28,0.83,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"FLOW DATA FROM VIRGINIA DIVISION OF WATER RESOURCES BULLETIN #19 ""SURFACE WATER SUPPLY OF VIRGINIA NEW, BIG SANDY, AND TENNESSEE RIVER BASINGS 1951-1955"" PUBLISHED 957",1491,1306,184-00082,QUILLEN SPRINGS,03526500_QUILLIN SPRINGS NEAR GAT,,,,19901213,0,0,1499,364149.3569,823437.5584,36.69704359,-82.57709956,YES,SCOTT,,,,,"unknown, ,",USGS,NAD27,MAP,GATE CITY,,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,COPPER CREEK,P,Hardwood Forest,VALLEY AND RIDGE,TENNESSEE
2516,300,3256,184-00082,TREND,36.69704359,-82.57709956,7/20/1954,,MEASURED,,VDWR,565.49,1.26,0.81,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"FLOW DATA FROM VIRGINIA DIVISION OF WATER RESOURCES BULLETIN #19 ""SURFACE WATER SUPPLY OF VIRGINIA NEW, BIG SANDY, AND TENNESSEE RIVER BASINGS 1951-1955"" PUBLISHED 957",1491,1306,184-00082,QUILLEN SPRINGS,03526500_QUILLIN SPRINGS NEAR GAT,,,,19901213,0,0,1499,364149.3569,823437.5584,36.69704359,-82.57709956,YES,SCOTT,,,,,"unknown, ,",USGS,NAD27,MAP,GATE CITY,,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,COPPER CREEK,P,Hardwood Forest,VALLEY AND RIDGE,TENNESSEE
2517,300,3260,184-00082,TREND,36.69704359,-82.57709956,11/9/1954,,MEASURED,,VDWR,471.24,1.05,0.68,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"FLOW DATA FROM VIRGINIA DIVISION OF WATER RESOURCES BULLETIN #19 ""SURFACE WATER SUPPLY OF VIRGINIA NEW, BIG SANDY, AND TENNESSEE RIVER BASINGS 1951-1955"" PUBLISHED 957",1491,1306,184-00082,QUILLEN SPRINGS,03526500_QUILLIN SPRINGS NEAR GAT,,,,19901213,0,0,1499,364149.3569,823437.5584,36.69704359,-82.57709956,YES,SCOTT,,,,,"unknown, ,",USGS,NAD27,MAP,GATE CITY,,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,COPPER CREEK,P,Hardwood Forest,VALLEY AND RIDGE,TENNESSEE
2518,300,3261,184-00082,TREND,36.69704359,-82.57709956,12/15/1954,,MEASURED,,VDWR,457.78,1.02,0.66,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"FLOW DATA FROM VIRGINIA DIVISION OF WATER RESOURCES BULLETIN #19 ""SURFACE WATER SUPPLY OF VIRGINIA NEW, BIG SANDY, AND TENNESSEE RIVER BASINGS 1951-1955"" PUBLISHED 957",1491,1306,184-00082,QUILLEN SPRINGS,03526500_QUILLIN SPRINGS NEAR GAT,,,,19901213,0,0,1499,364149.3569,823437.5584,36.69704359,-82.57709956,YES,SCOTT,,,,,"unknown, ,",USGS,NAD27,MAP,GATE CITY,,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,COPPER CREEK,P,Hardwood Forest,VALLEY AND RIDGE,TENNESSEE
2519,300,3257,184-00082,TREND,36.69704359,-82.57709956,8/12/1954,,MEASURED,,VDWR,423.22,0.94,0.61,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"FLOW DATA FROM VIRGINIA DIVISION OF WATER RESOURCES BULLETIN #19 ""SURFACE WATER SUPPLY OF VIRGINIA NEW, BIG SANDY, AND TENNESSEE RIVER BASINGS 1951-1955"" PUBLISHED 957",1491,1306,184-00082,QUILLEN SPRINGS,03526500_QUILLIN SPRINGS NEAR GAT,,,,19901213,0,0,1499,364149.3569,823437.5584,36.69704359,-82.57709956,YES,SCOTT,,,,,"unknown, ,",USGS,NAD27,MAP,GATE CITY,,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,Tennessee and Big Sandy River Basin,Clinch Powell River Subbasin,6B,6010205,COPPER CREEK,P,Hardwood Forest,VALLEY AND RIDGE,TENNESSEE
